price,Location,Floor,Land Mark,Land,Road,Bathroom,Bedroom,url
62500000,"budanilkantha, Hattigaunda (Budhanilkantha), Kathmandu",2.5,,2053.5,13,7,5,https://hamrobazaar.com/for-sale-house/house-on-sale-at-hattigauda-in-kathmandu/de342fd56ca144aba6a43347fd1dc782
58000000,"budanilkantha, Hattigaunda (Budhanilkantha), Kathmandu",3,,2053.5,13,4,8,https://hamrobazaar.com/for-sale-house/semi-commercial-house-on-sale-at-ganesh-chowk-in-kathmandu/50ff316e782c4b7ead4d0f6256a14b88
58000000,"budanilkantha, Hattigaunda (Budhanilkantha), Kathmandu",3.5,,2053.5,13,3,8,https://hamrobazaar.com/for-sale-house/semi-commercial-house-at-hattigauda-in-kathmandu/fa2931fed957424792326c7af74dd204
67500000,"budanilkantha, Hattigaunda (Budhanilkantha), Kathmandu",2,,2053.5,13,2,4,https://hamrobazaar.com/for-sale-house/house-on-sale-at-ganesh-chowk-in-kathmandu/180c66798e804ddb99dc234d6ed007f1
50000000,"budanilkantha, Hattigaunda (Budhanilkantha), Kathmandu",3.5,,2395.75,13,4,5,https://hamrobazaar.com/for-sale-house/full-finishing-house-on-sale-at-hattigauda-in-kathmandu/465e52ac74214f58ab8f13f3f68c68b0
26800000,"budanilkantha, Hattigaunda (Budhanilkantha), Kathmandu",,,,,,,https://hamrobazaar.com/for-sale-house/budhanilkantha-hattigauda-house-for-sale-5-aana-ma-in-kathmandu/7de95492535e45bb9852004f626b3fa5
42500000,"budanilkantha, Hepali Height (Budhanilkantha), Kathmandu",2.3,,1745.475,13,6,6,https://hamrobazaar.com/for-sale-house/semi-furnish-bungalow-on-sale-at-hepali-height-in-kathmandu/ac404c4116bd408bb3f6f0df5b38672f
52000000,"budanilkantha, Hepali Height (Budhanilkantha), Kathmandu",3,,1882.375,13,,,https://hamrobazaar.com/for-sale-house/attractive-house-on-sale-in-bouddha-jorpati-ktm-in-kathmandu/3e15355a86084ac9aeb9db4a657c39d8
75000000,"budanilkantha, Hepali Height (Budhanilkantha), Kathmandu",2.5,,2909.125,13,3,4,https://hamrobazaar.com/for-sale-house/85-ana-new-bungalow-on-sale-at-italitar-in-kathmandu/b68e7a1d36f6464183c7af653efc0177
29000000,"budanilkantha, Narayanthan (Budhanilkantha), Kathmandu",2.5,,1437.45,13,4,6,https://hamrobazaar.com/for-sale-house/house-on-sale-at-narayanthan-gjbhos-3395-in-kathmandu/6637eeb0d46749a2a64a75f9627a9070
70000000,"budanilkantha, Narayanthan (Budhanilkantha), Kathmandu",2.5,,2053.5,13,5,7,https://hamrobazaar.com/for-sale-house/bunglow-for-sale-in-kathmandu/9fdbebd19ed44718b9ee357809dc2481
25000000,"budanilkantha, Pasikot (Budhanilkantha), Kathmandu",2,,1026.75,13,3,4,https://hamrobazaar.com/for-sale-house/house-on-sale-at-pasikot-in-kathmandu/42e64e8ac0f5496f9105b4346dd1f678
33500000,"budanilkantha, Pasikot (Budhanilkantha), Kathmandu",2.5,,1369,13,5,3,https://hamrobazaar.com/for-sale-house/4ana-house-for-sale-at-budhanilkantha-pasikot-in-kathmandu/77a921d8ed8641c2bbb89bd51efffbcd
28000000,"budanilkantha, Pasikot (Budhanilkantha), Kathmandu",2.5,,1369,13,4,4,https://hamrobazaar.com/for-sale-house/house-on-sale-at-budhanilkantha-in-kathmandu/a65ade9e02b942b18089606cfe9ca067
30000000,"budanilkantha, Pasikot (Budhanilkantha), Kathmandu",2.5,,1540.125,13,4,8,https://hamrobazaar.com/for-sale-house/house-on-sale-at-budhanilkantha-in-kathmandu/972df5f8a981447a8f274d643c63c020
27000000,"budanilkantha, Pasikot (Budhanilkantha), Kathmandu",2,,1711.25,13,4,6,https://hamrobazaar.com/for-sale-house/house-on-sale-at-pasikot-in-kathmandu/8c67d994fccd4ed78abd0166fe5a2a3b
28000000,"budanilkantha, Pasikot (Budhanilkantha), Kathmandu",3,,1711.25,13,4,8,https://hamrobazaar.com/for-sale-house/house-on-sale-at-budhanilkantha-in-kathmandu/f91cffa10ee74725a4a96c47dc4e3ba6
39000000,"budanilkantha, Pasikot (Budhanilkantha), Kathmandu",2.5,,1882.375,13,6,5,https://hamrobazaar.com/for-sale-house/house-on-sale-at-pasikot-in-kathmandu/f702dad26e5b4232adcd13a3b0a7f3dd
14000000,"Buddha Chok, Gokarneshwar, काठमाडौं, Bagmati Pradesh, नेपाल",2,,855.625,12,3,3,https://hamrobazaar.com/for-sale-house/property-house-on-sale-at-gyaneshwor-in-kathmandu/5e4c24d1e3a3414cb42bdc2e8a049534
80000000,"Budhanilkantha Education Services (बुढानिलकण्ठ एजुकेसन सर्भिसेस ), Kathmandu, Nepal",3,,5647.125,20,6,6,https://hamrobazaar.com/for-sale-house/for-sell-house-in-kathmandu/6422394592ae4088bc36acc697142825
77000000,"Budhanilkantha Municipality, Golphutar Main Sadak, Dharampur, Budhanilkantha, Kathmandu, Bagmati Pradesh, 22644, Nepal",2.5,,2290.20174,20,5,4,https://hamrobazaar.com/for-sale-house/4-bhk-home-for-sale-in-cg-hills-colony-hattigauda-in-kathmandu/9f80b1b015b840338a305c61f7a53a76
165000000,"Budhanilkantha School, Narayanthan - Baaghdwar Rd, Budhanilkantha, Nepal",2.5,,1711.25,13,3,8,https://hamrobazaar.com/for-sale-house/house-on-sale-on-peaceful-location-in-nepal/2305a9080be24484b71b79ce67fc0f79
27500000,"Budhanilkantha, काठमाडौं, Bagmati Pradesh, नेपाल",5,opposite dikshalaya school,1026.75,20,5,8,https://hamrobazaar.com/for-sale-house/house-sell-in-kapan-in-nepal/bceee18d59e1477a9db278a7222c8a89
197500000,"Budhanilkantha, काठमाडौं, Bagmati Pradesh, नेपाल",3,rudreswor chok,3220,20,6,6,https://hamrobazaar.com/for-sale-house/massive-bungalow-at-budhanilkantha-in-nepal/96ac9527b273406792005a3ecc7da7e0
105000000,"Budhanilkantha, काठमाडौं, Bagmati Pradesh, नेपाल",3,,6160.5,13,4,6,https://hamrobazaar.com/for-sale-house/house-for-sale-naranthan-975lakhs18-anna-in-nepal/cda97c05d9ed4ff79833d3a6f15d28cc
20000000,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",3,,1369,20,3,5,https://hamrobazaar.com/for-sale-house/33-ana-house-for-sale-at-budhanilkantha-pasikot-in-kathmandu/a5ab463fe65f4d8cb53b9855fe281737
60000000,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",3,,4449.25,13,5,5,https://hamrobazaar.com/for-sale-house/house-on-sale-in-budhanilakantha-height-ma-in-kathmandu/b97062112cca4c39a2998f32bd19bcab
37500000,"Budhanilkantha, Kathmandu",3,,1711.25,13,3,5,https://hamrobazaar.com/for-sale-house/house-for-sale-semi-bungla-hatigauda-in-kathmandu/0d1a06f77ac640a381c2cbf378c63243
60000000,"Budhanilkantha, Kathmandu",3,,2053.5,13,2,5,https://hamrobazaar.com/for-sale-house/deubachowk-najikai-6-aana-ma-baneko-ghar-bikrima-in-kathmandu/59b99abdb86c445da0074bb2533efb4b
56500000,"Budhanilkantha, Kathmandu",4,Park Village next stop,2395.75,13,7,7,https://hamrobazaar.com/for-sale-house/budanilkantha-sudodhan-gram-siddhartha-colony-in-kathmandu/34bde44737ac4450a8e6e222c74260f9
55000000,"Budhanilkantha, Kathmandu",3,,2738,13,6,8,https://hamrobazaar.com/for-sale-house/72-aana-house-sale-at-budhanilkantha-kathmandu-in-kathmandu/7de95637433a443893f799081f1b4a04
53000000,"Budhanilkantha, Kathmandu",2,,3080.25,13,4,4,https://hamrobazaar.com/for-sale-house/9ana-house-for-sale-at-budhanilkantha-buddha-col-in-kathmandu/264492ca439f4795a469bb15b214ce49
23800000,"Budhanilkantha, Kathmandu",,,,,,,https://hamrobazaar.com/for-sale-house/3-aana-house-for-sale-budhanilkantha-hattigauda-in-kathmandu/c46f5ee1c45b433895491ca007d39694
50000000,"Budhanilkantha, Kathmandu",,,,,,,https://hamrobazaar.com/for-sale-house/standard-3-storey-building-8-aana-land-on-sale-in-kathmandu/25371a71d97f47a9b610d1c0735ff0dd
5000000,"Buspark Butwal, Rupandehi (Butwal)",,,,,,,https://hamrobazaar.com/for-sale-house/home-sale-in-rupandehi/e34c9b23162202f04357a8fea5a8a382
7500000,"Butwal, Rupandehi",2,,1369,12,2,3,https://hamrobazaar.com/for-sale-house/house-on-sales-in-rupandehi/462673b5d82b469f9c57588a99cbc448
35500000,"Camad College, Sir Raj Bahadur Road, Ananda Nagar, Sukedhara, Kathmandu, Bagmati Pradesh, 44606, Nepal",2.5,,1369,12,2,3,https://hamrobazaar.com/for-sale-house/house-at-sale-in-sukedhara-in-kathmandu/eeb9d9b54a4d4f5b9a7f2de1c8d3b33e
26500000,"Central Business Park, Thapathali Marg, Thapathali, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Pradesh, 44617, Nepal",2.75,,941.18,12,2,3,https://hamrobazaar.com/for-sale-house/new-house-for-sale-in-kathmandu/24593600f4b445e38e9891190d506ba9
8000000,"Central Business Park, Thapathali Marg, Thapathali, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Pradesh, 44617, Nepal",2.5,,1711.25,12,5,5,https://hamrobazaar.com/for-sale-house/house-on-sale-near-trishuli-bazar-in-kathmandu/ac5a9be6e336472d806515dc90146133
30000000,"chabil cabahil, Chabahil, Kathmandu",4.5,,1060.975,13,3,10,https://hamrobazaar.com/for-sale-house/house-on-sale-at-chabahil-in-kathmandu/2fa36f5dc9d94f7c9ff80365d96ef7a4
72000000,"chabil cabahil, Chabahil, Kathmandu",4,,2738,12,4,11,https://hamrobazaar.com/for-sale-house/house-on-sale-at-chabahil-mitrapark-in-kathmandu/6560fdcc9eb04e879afc5d39d4795c4c
70000000,"Chagala Marg, Paropakar,",4,,2395.75,13,4,5,https://hamrobazaar.com/for-sale-house/house-for-salelocation-chagal-dallu-in-nepal/5fab3b2268df425f8d0c692095834c0d
26000000,"chandagiri, Chandragiri, Kathmandu",2.5,Mahadevsthan Temple,1369,13,5,6,https://hamrobazaar.com/for-sale-house/house-for-sale-in-kathmandu/3d51444dff184e0981d8ec9d8eeac297
30000000,"chandagiri, Chandragiri, Kathmandu",3.5,,1582.9,13,6,10,https://hamrobazaar.com/for-sale-house/house-on-sale-at-chandragiri-in-kathmandu/73e4982169394739b3bc4a2353227ab4
30000000,"chandagiri, Chandragiri, Kathmandu",2.5,,1582.9,13,6,8,https://hamrobazaar.com/for-sale-house/house-for-sale-at-chandragiri-in-kathmandu/1766455dffdc40778bcf77a2cd1d4030
12500000,"chandagiri, Chandragiri, Kathmandu",,,,,,,https://hamrobazaar.com/for-sale-house/house-for-sale-in-kathmandu/c2878d7b8501489aade95b1552599893
37000000,"Chandol, Kathmandu",3,,1026.75,12,3,5,https://hamrobazaar.com/for-sale-house/banasthali-ko-ghar-bikrima-in-kathmandu/25a82e76d9db4a23bd68ddf003dae10f
42000000,"Chandol, Kathmandu",3,,1197.875,12,5,5,https://hamrobazaar.com/for-sale-house/house-on-sale-at-chandol-in-kathmandu/66b75439c890421e83bd38cb93388de0
37500000,"Chandol, Kathmandu",3.5,,1197.875,20,3,7,https://hamrobazaar.com/for-sale-house/chandol-baluwatar-ghar-on-sale-in-kathmandu/cfc8e796cddc4d8b868741a3b488e3e3
47500000,"Chandol, Kathmandu",3.5,,1882.37,12,7,7,https://hamrobazaar.com/for-sale-house/new-ghar-bikri-in-kathmandu/dce82f4390b94b7fa8ddacaf0013bb7f
220000000,"Chandol, Kathmandu",1.5,,7187.25,13,7,6,https://hamrobazaar.com/for-sale-house/house-for-sale-in-kathmandu/b9c67292aaca4f48b1153c29f33f92b8
22500000,"Changathali (Mahalaxmi), Lalitpur",2.5,,1197.875,13,3,6,https://hamrobazaar.com/for-sale-house/house-for-sale-in-changathali-lalitpur-in-lalitpur/f51776a552f143a48af378125fe7e9a2
16000000,"Changathali (Mahalaxmi), Lalitpur",1,,1369,13,5,4,https://hamrobazaar.com/for-sale-house/beautiful-new-house-in-ranibari-west-side-of-indi-in-nepal/ef139a9eb2e742fd99d52b7910313e11
72500000,"Chaudhary Motorcycle Workshop, Sanepa marg, Arun Thapa Murti Chowk, Sanepa, Patan, Lalitpur Metropolitan City, Lalitpur, Bagmati Pradesh, 44690, Nepal",,,,,,,https://hamrobazaar.com/for-sale-house/house-sale-29-rooms-commercial-in-lalitpur/22aa9eb836f5406d9f689c363dfbe6cd
55000000,"chepali, Chapali (Budhanilkantha), Kathmandu",3,flat system house,2464.2,13,6,7,https://hamrobazaar.com/for-sale-house/72-ana-house-for-sale-at-budhanilkantha-chapali-in-kathmandu/b776f81fe7054d96be88e3e5f7e8f47c
57500000,"Child Protection Center and Security, Gyaneshwar, Dillibazar, काठमाडौं, Kathmandu, काठमाडौं, Bagmati Pradesh, नेपाल",4,,1026.75,13,4,4,https://hamrobazaar.com/for-sale-house/dillibazar-ma-house-in-kathmandu/3780738fc5074abf889349e4e78b88e6
75000000,"Childrens Eternal Academy, Balaju-Sourkhutte Sadak, Lut Chok, Nayabazar, Kathmandu",6,Good,1711.25,13,4,5,https://hamrobazaar.com/for-sale-house/nayabazar-khushibu-ma-5-aana-2-paisa-ma-baneko-ghr-in-kathmandu/df67b904114847b6a8b6112491599c81
19000000,Chitwan (Bharatpur) > BP Koirala Cancer Hospital,2.5,"Buddha Chowk, Cancer Hospital Road",3662.075,13,5,7,https://hamrobazaar.com/for-sale-house/25-story-residential-for-sale-in-chitwan/f1fbfefcba2449c6953f8b5c87fa650a
37500000,"Chobu Nani,",5,,1711.25,13,9,7,https://hamrobazaar.com/for-sale-house/newly-built-house-on-sale-way-to-sankhamul-in-nepal/ab12e607e3ab44b1b865657270712861
500000000,"Chun Devi Marga, टुसाल, चप्पल कारखाना",5,,6160.5,20,42,27,https://hamrobazaar.com/for-sale-house/house-for-sale-chakrapath-50-cr-in-nepal/451bcf1461c84321824a8d02628488f4
61000000,"Chundevi (Maharajgunj), Kathmandu",2.5,,2053.5,13,5,5,https://hamrobazaar.com/for-sale-house/house-for-sale-at-chundevi-maharajgunj-ktm-in-kathmandu/f470d11af9e34720ba4336e0cf88a3d4
62500000,"Chundevi (Maharajgunj), Kathmandu",2.5,,2053.5,20,4,5,https://hamrobazaar.com/for-sale-house/new-house-for-sale-in-kathmandu/ec781dafe31942ea82ae9b0c1f4d95b3
65000000,"Chundevi (Maharajgunj), Kathmandu",12,,2053.5,20,3,6,https://hamrobazaar.com/for-sale-house/61-aana-25-storey-house-on-sale-near-baluwatar-in-kathmandu/9975db0083dc4044b5a43c4b8eed8ef9
16000000,"Chunikhel (Budhanilkantha), Kathmandu",1,,1026.75,13,1,2,https://hamrobazaar.com/for-sale-house/house-on-sale-in-kathmandu/6cc25429234a4d67a6662824b68e67aa
45000000,"Chyasundol Marg, Dharampur",3,golfutar,1711.25,13,4,3,https://hamrobazaar.com/for-sale-house/shanta-colony-bungalow-in-nepal/7b87eb7492ce408e97cd98b9ae632cea
25000000,"Dallu, Chamati, Kathmandu",3,,684.5,20,3,0,https://hamrobazaar.com/for-sale-house/chamati-ma-2-aana-2-paisa-ma-baneko-ghar-bikrima-in-kathmandu/34c08382e7f44c438cfcd446a92f51ed
13000000,"Damak, Jhapa",3,"Phalgunanda Chowk, Damak",1275.75,12,3,6,https://hamrobazaar.com/for-sale-house/house-on-sale-on-beautiful-location-damak-in-jhapa/7c22af32e7f34c778a09a5de923c84fc
16900000,"DEL’AUTOS, 59490",2,Near Akshara School,1026.75,12,2,4,https://hamrobazaar.com/for-sale-house/house-for-sale-near-akshara-school-pepsicola-in-nepal/844d0f2516634409a89d84d51c7030bb
9800000,Dhading > Nilkantha,2.5,Dhadingbesi dhading,1197.875,13,3,8,https://hamrobazaar.com/for-sale-house/dhading-ko-ghar-bikrima-house-for-sale-in-dhading-in-dhading/f78fcb42925943a3b6e4d6830898d8f7
13800000,"Dhakaltar, 27DR022, Dharmasthali, Tarakeshwar Municipality, Kathmandu",2,Countryside swimming pool,1026.75,20,2,2,https://hamrobazaar.com/for-sale-house/under-constructing-house-on-sale-in-kathmandu/2f49f9feb9e34298a502159fcb90b829
135000000,"Dhalku Chok, Bhatbhateni, Kathmandu",2,,4107,13,4,5,https://hamrobazaar.com/for-sale-house/12-aana-land-with-old-bonglow-on-sale-at-naxal-in-kathmandu/156b6464d2734cceaeda7970dd8b1300
20500000,"Dhapakhel Marg, Tutepani, Dhapakhel",3,,1026.75,13,,,https://hamrobazaar.com/for-sale-house/balwatar-82-aana-feild-92-on-paper-with-house-in-kathmandu/189c606d7ccb4106a6e884fdc52d2eba
17500000,"Dhapakhel, Lalitpur",2.5,Lalitpur Dh,855.62,12,3,5,https://hamrobazaar.com/for-sale-house/house-for-sale-at-dhapakhl-hattiban-in-lalitpur/5d78549dfd6248b48198ebaa6926897c
15500000,"Dhapakhel, Lalitpur",2.5,,855.625,13,3,5,https://hamrobazaar.com/for-sale-house/32ana-house-for-sale-at-budhanilkantha-bangal-in-kathmandu/a5631c77cbd44c7db0b9d06f234223f8
23000000,"Dhapakhel, Lalitpur",2.5,,1026.75,13,3,5,https://hamrobazaar.com/for-sale-house/brand-new-house-on-sell-dhapakhel-height-in-lalitpur/854a625046fe47d9897809198bd5c13c
65000000,"Dhapakhel, Lalitpur",3,,1711.25,12,5,9,https://hamrobazaar.com/for-sale-house/flat-system-residential-house-on-sale-in-lalitpur/f7fb9b78f5da4175968c6d39db468007
28000000,"Dhapakhel, Lalitpur",2.5,opposite civil homes,1796.81,13,3,5,https://hamrobazaar.com/for-sale-house/house-on-sale-in-lalitpur/fcd4c29cd6a0436b987cf73eb2953111
38500000,"Dhapakhel, Lalitpur",2.5,,2053.5,13,4,6,https://hamrobazaar.com/for-sale-house/house-for-sale-at-dhapakhal-lalitpur-in-lalitpur/139902e6c029460095ea15bd349b09d6
55000000,"Dhapakhel, Lalitpur",3,,2224.625,13,2,5,https://hamrobazaar.com/for-sale-house/cheap-house-on-sale-at-bhaktpur-in-nepal/ee7842d655d84b15b8d738cce00c0e6d
23000000,"Dhapasi (Tokha), Kathmandu",3,,787.175,20,4,4,https://hamrobazaar.com/for-sale-house/newly-built-bungalow-on-sale-in-lalitpur-thaiba-in-nepal/85214206f8374dcc944d93361cb72af7
35000000,"Dhapasi (Tokha), Kathmandu",2.5,,1711.25,13,4,5,https://hamrobazaar.com/for-sale-house/house-on-sale-at-greenland-in-kathmandu/8ef494fda7e54a7f9618dd9f8d3b86ee
47500000,"Dhapasi (Tokha), Kathmandu",3,,2395.75,13,5,5,https://hamrobazaar.com/for-sale-house/house-on-sale-at-dhapasi-in-kathmandu/8016f4b2f4c64f8d83e24a10d11299eb
55000000,"Dhapasi (Tokha), Kathmandu",3,,2395.75,20,4,5,https://hamrobazaar.com/for-sale-house/house-for-sale-at-dhapasi-hight-in-kathmandu/5950c5b4c80d469eb230997fe136de88
58000000,"Dhapasi (Tokha), Kathmandu",2,dhapasi height,3422.5,13,3,4,https://hamrobazaar.com/for-sale-house/4-bhk-bunglow-house-is-in-kathmandu/3569aa2fe44b4984816111438af721bf
33000000,"Dhapasi Devi Temple, Tokha, Nepal",3.5,,1155.09,13,3,5,https://hamrobazaar.com/for-sale-house/house-on-sale-at-dhapasi-in-nepal/fce04b52939341e18ef4c05947a8b6f7
27500000,"Dhapasi Marg, Shrijanshil Tol, बसुन्धरा",5,,684.5,20,7,16,https://hamrobazaar.com/for-sale-house/commercial-house-on-sale-basundhara-in-nepal/90b5b3ed4e384110ad8468b6b9c813fb
80000000,"Dhapasi Marg, Shrijanshil Tol, Basundhara",3,,2395.75,13,6,6,https://hamrobazaar.com/for-sale-house/luxurious-bungla-on-sale-basundhara-height-in-nepal/5fe53445e65b46d28f7d10806f014418
135000000,"Dhapasi Marg, Shrijanshil Tol, Basundhara",3,,4791.5,13,7,5,https://hamrobazaar.com/for-sale-house/luxurious-bunglo-on-sale-near-basundhara-in-nepal/a27520ff0c1b480baf1dc518e641616a
250000000,dhobeghat sanaypa,2.5,29.5,10096.375,13,5,5,https://hamrobazaar.com/for-sale-house/house-for-sale-sanaypa-dhobeghat-in-nepal/2c5f919766664661a821c01ca5d5fd4e
17000000,"Dhobighat, Lalitpur",2,Dhobighat,684.5,13,2,7,https://hamrobazaar.com/for-sale-house/house-for-sale-dhobighat-inside-ringroad-in-lalitpur/967e96e2a86d4ae0a03ebb9fcae2a27d
37500000,"Dhumbarahi Kumaristhan, Sukedhara Area, Kathmandu",1,,1711.25,13,2,3,https://hamrobazaar.com/for-sale-house/house-for-sale-at-dhumbrahi-ktm-in-bara/1c76d1ce3b4441699852cf9eec4a094e
45000000,"Dulal Tol, Khadkagaon",3,,1711.25,13,6,6,https://hamrobazaar.com/for-sale-house/house-on-sale-semi-bangla-in-nepal/1b431f458bad409daa98cced7bb6b45f
200000000,"Dulal Tol, Khadkagaon",3,,9240.75,20,7,6,https://hamrobazaar.com/for-sale-house/27-in-nepal/4dd233b9b23548d7acaaccf591f81c5d
55000000,"dumbarahi, Dhumbarahi, Kathmandu",2.5,,1779.7,13,7,8,https://hamrobazaar.com/for-sale-house/house-on-sale-at-dhumbarahi-gjbhos-3306-in-bara/c0dd938887c7428daced2c3484ac3b7a
112500000,"dumbarahi, Dhumbarahi, Kathmandu",2.5,,3422.5,13,4,4,https://hamrobazaar.com/for-sale-house/house-for-sale-in-bara/26f3d9b0052f4397bb3a2a197439e096
95000000,"dumbarahi, Dhumbarahi, Kathmandu",2.5,,3422.5,20,4,4,https://hamrobazaar.com/for-sale-house/house-on-sale-at-dhumbarahi-kathmandu-in-bara/1d3dd850dea54fb2934e0a096a50d773
72500000,"dungeadda, Dhungeadda (Kalanki), Kathmandu",2.5,1km From Ringroad,5476,13,6,5,https://hamrobazaar.com/for-sale-house/bungalow-house-on-sale-at-dhungeadda-kathmandu-in-kathmandu/4bfc3cfad69049a3a07e72559cf0a89c
16000000,"Duwakot (Changunarayan), Bhaktapur",3,,1026.75,20,4,6,https://hamrobazaar.com/for-sale-house/3-aana-house-on-sale-at-duwakot-bhaktapur-in-bhaktapur/102b571e0d264de8bd68559b92df4d12
27000000,"Duwakot (Changunarayan), Bhaktapur",2.5,Dhuwakot,2224.625,13,2,4,https://hamrobazaar.com/for-sale-house/house-on-sale-in-bhaktapur/511fe6587a194b9abcb2e87bbbe4d337
37500000,"Ekantakuna, Lalitpur",2.5,,1711.25,12,3,6,https://hamrobazaar.com/for-sale-house/house-on-sale-at-ekantakuna-in-lalitpur/5de9220ecdf84f3da45520959f7d0e52
5.10E+15,"Ekantakuna, Lalitpur",2.5,"Yatayat Office, Ekantakuna",2053.5,12,2,3,https://hamrobazaar.com/for-sale-house/house-for-sale-at-ekantakuna-kathmandu-in-lalitpur/e2de423d25544f56ade7d61a7499e2c3
35000000,"Ekantakuna-Tikabhairab Road, नखु बाजर, नया नगर",3,,1026.75,13,4,3,https://hamrobazaar.com/for-sale-house/bhaiesey-party-ko-banglow-in-nepal/20295cb4eb4a4d6f8a3b71c31a0ed6ac
27500000,"F105, Kalanki, Maitri Nagar, Kathmandu, Bagmati Pradesh, 44618, Nepal",3.5,N-E,1437.45,13,4,5,https://hamrobazaar.com/for-sale-house/house-for-sale-kalanki-1-km-in-kathmandu/219a7032e2fa4213b6e82a9f511e7a02
39900000,Food mart departmental stores,4,,1454.56,20,4,8,https://hamrobazaar.com/for-sale-house/house-for-sale-in-nepal/9ba802fa63b54e5f83f0a242b87a244d
75000000,"Gabahal (Patan), Lalitpur",6,sunrise bank abahal,598.93,20,4,5,https://hamrobazaar.com/for-sale-house/house-for-sale-in-lalitpur/18372416adf04c2182486b5e6b7dc70e
16000000,"Gallamandi, Rupandehi (Bhairahawa)",2.5,Raikar,3098.25,13,5,5,https://hamrobazaar.com/for-sale-house/house-on-sale-looking-for-a-beautiful-house-in-rupandehi/0079d12d62ae42cc83a8285301cdfb1c
42000000,"Gamcha (Ananta), Bhaktapur",2.5,,2395.75,20,5,5,https://hamrobazaar.com/for-sale-house/house-on-sale-in-lalitpur/87fd60367fb540c6b91e44e42bb67a75
24000000,"Ganga Devi Marg, थापा गाउँ, बुद्ध नगर",2,,1026.75,12,2,5,https://hamrobazaar.com/for-sale-house/house-for-sale-in-nepal/7e123e7b82154a3abcaf388c67be5ba1
36500000,"Ganga Hall, Ring Road, Balaju Machhapokhari, Kathmandu",,,1711.25,12,,,https://hamrobazaar.com/for-sale-house/balaju-ma-5-aana-ma-baneko-flat-system-bikrima-in-kathmandu/6326137f557044eca09b8e5c90655b87
26000000,"Gatthaghar Marg, Dallu, Chhauni",4,,718.725,13,4,4,https://hamrobazaar.com/for-sale-house/chagal-house-2-in-nepal/045d373cb68741fc9b8313191b9ee54f
65000000,"Geotech Electronics Industries, Baraha Marga, Dhumbarahi Pipal Bot, Dhumbarahi, Kathmandu Metropolitan Ward 4, Kathmandu, Bagmati Pradesh, 00975, Nepal",4,Dhumbarahi Temple,1882.375,13,7,9,https://hamrobazaar.com/for-sale-house/house-on-sale-at-dhumbarahi-kathmandu-in-bara/5f53b9b08b64438c87c953041c77bd5c
76000000,"Gitanjali Marg, Laligurans Chok, Chappal Karkhana",3,,2053.5,12,10,8,https://hamrobazaar.com/for-sale-house/modern-8bhk-house-for-sale-at-baluwatar-in-nepal/17b48fd03e2b46f4adf39037f902e80d
17200000,Godamchaur,4,4,1026.75,20,4,6,https://hamrobazaar.com/for-sale-house/in-nepal/0190c3d09b20471bb73d204f2b3581ba
28500000,"Godamchaur Plotting, Godawari, Nepal",2.5,50mtr from Godamchaur football ground,3148.7,20,6,6,https://hamrobazaar.com/for-sale-house/residential-house-on-sale-in-nepal/fe86d17d3d274816a2b94fce0c2f9e3c
25000000,"Godawari, Lalitpur",1.5,GODAWARI VILLAGE RESORT,1754.03,13,4,2,https://hamrobazaar.com/for-sale-house/godawari-village-resort-ko-bungalow-bikrima-in-lalitpur/387eba1c3fb34c929202fd2b6d3e4e7e
45000000,"Gokarna (Gokarneshwar), Kathmandu",2.5,,2951.9,13,4,7,https://hamrobazaar.com/for-sale-house/8-aana-house-on-sale-at-gokarna-kathmandu-in-kathmandu/6795749cb41e42809b8742096db918f7
45000000,"Golfutar (Budhanilkantha), Kathmandu",2,,1369,20,4,3,https://hamrobazaar.com/for-sale-house/3-bhk-house-for-sale-at-shanta-colonygolfutar-in-kathmandu/a73ac5a41c78441e854af2ba66c9dcc0
45000000,"Golfutar (Budhanilkantha), Kathmandu",2.5,Hapali hight,1369,20,4,7,https://hamrobazaar.com/for-sale-house/house-on-sale-at-dhumbarai-in-bara/3ab69d2e259b41b0a19ac1b5a412f27f
67500000,"Golfutar (Budhanilkantha), Kathmandu",2.5,,2224.625,13,4,5,https://hamrobazaar.com/for-sale-house/house-on-sale-at-golfutar-in-kathmandu/f79386c5b41a4fe7957ace1dd4255c32
49999999,"Golfutar (Budhanilkantha), Kathmandu",2.5,,2395.75,13,5,5,https://hamrobazaar.com/for-sale-house/hous-on-sale-at-golfutar-in-kathmandu/1c17ea02d7e44e7094cd15bbfc550a59
75000000,"Golfutar (Budhanilkantha), Kathmandu",2.5,Golfutar Basketball court,3422.5,13,4,4,https://hamrobazaar.com/for-sale-house/bungalow-made-on-10-aana-land-for-sale-in-golfutar-in-kathmandu/5c9b649955b1474883c5b878885c7168
85000000,"Golfutar (Budhanilkantha), Kathmandu",3,,5476,13,9,7,https://hamrobazaar.com/for-sale-house/house-on-sale-at-golfutar-in-kathmandu/861ece3e01aef0f2c400e1c617d43db5
80000000,"Golfutar (Budhanilkantha), Kathmandu",2,Hepali Height Community,5818.25,20,3,4,https://hamrobazaar.com/for-sale-house/17-aana-bungalow-on-urgent-sale-in-kathmandu/b9d700cd0f8e45d09c511fc36b6e1fa1
