Address,Land,Road,Price,Bedroom,Bathroom,Face,Floor,City
Gothatar,2053.5,20,40000000,4,3,South West,2.5,Kathmandu
Gothatar,2395.75,14,56000000,7,6,West,3.5,Kathmandu
Grande Villa,2909.12,18,65000000,5,5,West,3,Kathmandu
Grande Villa,1454.5625,13,25000000,6,5,South,3,Kathmandu
Grande Villa,2481.3125,15,39000000,6,6,South,3,Kathmandu
Grande Villa,1668.46875,16,39000000,4,3,North,2,Kathmandu
Greenhill City,1069.53,20,21000000,4,3,West,2.5,Kathmandu
Greenhill City,1026.75,13,23000000,5,3,South East,2.5,Kathmandu
Greenland,1369,13,27500000,5,5,East,2.5,Kathmandu
Greenland,2502.7,16,38000000,7,5,South,3.5,Kathmandu
Greenland,3080.25,10,45000000,7,4,East,2.5,Kathmandu
Guheshwori,919.796875,13,21500000,8,4,West,2,Kathmandu
Guheshwori,1369,16,28500000,8,3,North East,3,Kathmandu
Guheshwori,1283.4375,20,28000000,8,4,West,2.5,Kathmandu
Gurjudhara,1069.53,16,16500000,4,3,East,2.5,Kathmandu
Gurjudhara,1437.45,10,18500000,4,3,East,3,Kathmandu
Gurjudhara,1540.12,10,18500000,4,3,East,3,Kathmandu
Gurjudhara,1403.225,13,25000000,5,3,West,3.5,Kathmandu
Gurjudhara,2053.5,10,29000000,5,3,South East,2.5,Kathmandu
Gurjudhara,1454.5625,11,17000000,6,3,South East,2,Kathmandu
Gwarko,1369,15,19500000,5,3,West,2,Lalitpur
Gwarko,1048.140625,13,21000000,3,2,South,2.5,Lalitpur
Gwarko,718.725,13,25000000,6,2,West,2,Lalitpur
Gwarko,1197.87,20,26000000,7,4,East,2.5,Lalitpur
Gwarko,1060.975,13,27000000,5,4,South,3,Lalitpur
Gwarko,1060.975,13,27000000,4,3,South,2.5,Lalitpur
Gwarko,1437.45,13,30000000,5,4,South,2.5,Lalitpur
Gwarko,1437.45,14,35500000,6,5,South,3.5,Lalitpur
Gwarko,1796.8125,14,35500000,6,5,South,3,Lalitpur
Gyaneshwor,2224.625,15,56000000,6,5,South,3,Kathmandu
Gyaneshwor,2053.5,15,56000000,4,4,South,2.5,Kathmandu
Handigaun,2464.2,15,52500000,7,5,South,2.5,Kathmandu
Hanumanghat,1863,12,40000000,1,4,South,3.5,Kathmandu
Harisiddhi,1090.921875,18,18000000,3,3,South East,3,Lalitpur
Harisiddhi,1090.921875,18,20000000,3,3,South East,3,Lalitpur
Harisiddhi,1197.875,13,22000000,5,3,South,3,Lalitpur
Harisiddhi,1369,20,22000000,5,5,City,2.5,Lalitpur
Harisiddhi,1095.2,20,23500000,5,3,South,2.5,Lalitpur
Harisiddhi,1155.09375,20,24000000,3,5,North West,2.5,Lalitpur
Harisiddhi,1095.2,13,26000000,5,3,East,2.5,Lalitpur
Harisiddhi,1411.78125,20,27000000,3,3,North,2.5,Lalitpur
Harisiddhi,1026.75,20,27000000,4,4,West,2.5,Lalitpur
Harisiddhi,2053.5,16.5,35000000,7,4,North,2.5,Lalitpur
Harisiddhi,2738,12,40000000,8,5,East,2.5,Lalitpur
Hattiban,1026.75,20,16000000,1,1,East,3,Lalitpur
Hattiban,1026.75,14,20000000,4,2,South East,2,Lalitpur
Hattiban,1026.75,14,20000000,3,2,South East,2,Lalitpur
Hattiban,1369,12,21500000,6,4,East,2.5,Lalitpur
Hattiban,1711.25,20,21500000,4,4,South East,2.5,Lalitpur
Hattiban,1197.87,13,23500000,5,3,South,2.5,Lalitpur
Hattiban,1369,16,24000000,3,3,South West,2.5,Lalitpur
Hattiban,700,20,25000000,6,3,North east,3,Lalitpur
Hattiban,1095.2,13,25500000,6,5,South,2.5,Lalitpur
Hattiban,2087.725,15,26000000,8,3,South,2.5,Lalitpur
Hattiban,1380,13,26500000,6,5,East,3,Lalitpur
Hattiban,1262.04,24,27000000,6,3,East,3.5,Lalitpur
Hattiban,1403.225,13,28700000,6,6,South,3,Lalitpur
Hattiban,1403.225,13,28700000,6,5,South,3.5,Lalitpur
Hattiban,1882.375,12,29000000,4,4,North,2.5,Lalitpur
Hattiban,1112.3125,13,29000000,6,4,West,2.5,Lalitpur
Hattiban,2224.62,22,29000000,5,2.5,North,3,Lalitpur
Hattiban,1369,13,32500000,5,4,South,3,Lalitpur
Hattiban,1095.2,20,32500000,3,3,West,2.5,Lalitpur
Hattiban,1095.2,13,34000000,8,4,East,3.5,Lalitpur
Hattiban,1369,13,35000000,5,4,North East,3.5,Lalitpur
Hattiban,1403.225,13,39500000,7,5,North East,3,Lalitpur
Hattiban,1403.225,13,40000000,7,5,North East,3,Lalitpur
Hattiban,2053.5,16,45000000,5,5,North,2.5,Lalitpur
Hattiban,1540.125,13,46000000,4,4,East,3,Lalitpur
Hattiban,1711.25,14,46000000,5,4,East,2,Lalitpur
Hattiban,1129.425,15,46000000,4,5,South,2.5,Lalitpur
Hattiban,2100,16,50000000,5,4,South,3,Lalitpur
Hattiban,1200,20,50000000,4,3,North,2.5,Lalitpur
Hattiban,2395.75,20,55000000,5,5,South,3,Lalitpur
Hattiban,2673.828125,24,57500000,5,5,West,3,Lalitpur
Hattiban,3490.95,15,75000000,4,6,South East,2.5,Lalitpur
Hattidanda,1095.2,13,25000000,6,3,East,2.5,Kathmandu
Hattigauda,855.625,8,15000000,4,2,South,3,Kathmandu
Hattigauda,1369,22,24500000,6,5,North East,3,Kathmandu
Hattigauda,1711.25,14,26500000,6,6,West,3,Kathmandu
Hattigauda,1369,12,28000000,5,3,East,2.5,Kathmandu
Hattigauda,1369,15,28500000,5,5,North,3,Kathmandu
Hattigauda,1711.25,13,31000000,6,5,North,3,Kathmandu
Hattigauda,1711.25,13,33400000,5,5,South West,3,Kathmandu
Hattigauda,1754.03,13,33400000,5,5,South east,2.5,Kathmandu
Hattigauda,2139.0625,13,33500000,5,5,North West,3,Kathmandu
Hattigauda,2139.0625,14,33500000,5,5,North West,3,Kathmandu
hattigauda,2395.75,13,34000000,6,4,South west,2.5,Kathmandu
Hattigauda,1711.25,13,34500000,5,5,South,3,Kathmandu
Hattigauda,1711.25,13,34500000,5,4,South,2.5,Kathmandu
Hattigauda,2139.0625,13,35500000,5,5,North West,3,Kathmandu
Hattigauda,2139.0625,15,35500000,4,4,East,2,Kathmandu
Hattigauda,2224.625,13,36500000,5,3,North East,3,Kathmandu
Hattigauda,2139.05,12,37500000,5,2,East,2,Kathmandu
Hattigauda,1711.25,15,37500000,4,3,South East,2,Kathmandu
Hattigauda,2053.5,13,45000000,5,5,North,3,Kathmandu
Hattigauda,1882.375,13,45000000,5,4,East,3,Kathmandu
Hattigauda,3165.8125,13,45000000,6,6,East,3,Kathmandu
Hattigauda,1540.125,20,50000000,4,5,West,2.5,Kathmandu
Hattigauda,1369,13,34000000,4,3,South East,3,Kathmandu
Hattigauda,2121.95,13,36500000,4,3,North East,3,Kathmandu
Hattigauda,2121.95,15,36500000,5,5,East,2.5,Kathmandu
Hattigauda,2053.5,14,37500000,7,5,North East,2.5,Kathmandu
Hattigauda,1745.475,13,39000000,5,7,North,3.5,Kathmandu
Hattigauda,1711.25,13,45000000,6,4,North,3,Kathmandu
Hattigauda,1711.25,15,45000000,6,5,North East,2.5,Kathmandu
Hattigauda,2053.5,15,57500000,6,5,South East,2.5,Kathmandu
Hattigauda,2121.95,14,65000000,6,7,East,2.5,Kathmandu
Hattigauda,2121.95,20,77000000,4,5,West,2.5,Kathmandu
Hattisar,1711.25,20,50000000,3,3,South,3,Kathmandu
Height,1754.03,14,37500000,6,1,North east,2,Kathmandu
Height,2121.95,16,38000000,4,4,South east,2.5,Kathmandu
Hepali,1026.75,20,26000000,4,5,North,2.5,Kathmandu
Hepali,1711.25,16,43000000,4,4,South east,2.5,Kathmandu
Hepali,1369,13,33500000,4,5,North East,2.5,Kathmandu
Hepali,1437.45,20,45000000,3,3,South West,3,Kathmandu
Hepali,1471.675,13,46500000,6,6,West,3,Kathmandu
Hepali,1779.7,15,55000000,5,5,North East,2.5,Kathmandu
Changunarayan,1304.82,10,31000000,5,4,North,2.5,Kathmandu
Changunarayan,1129.425,10,31000000,4,3,North,2.5,Kathmandu
Imadol,1026.75,14,12900000,2,2,South,2,Lalitpur
Imadol,748.671875,18,13500000,3,2,West,2,Lalitpur
Imadol,1026.75,12,16000000,5,3,East,3,Lalitpur
Imadol,1026.75,12,16000000,5,3,East,2.5,Lalitpur
Imadol,1026.75,13,16000000,4,4,South East,3,Lalitpur
Imadol,1026.75,10,17000000,5,4,east,2.5,Lalitpur
Imadol,1026.75,13,17000000,8,3,South,2.5,Lalitpur
Imadol,1155.09375,13,17000000,4,3,South,2.5,Lalitpur
Imadol,752.95,13,17000000,3,3,East,2.5,Lalitpur
Imadol,1026.75,13,17000000,6,3,North West,2.5,Kathmandu
Imadol,1069.53125,13,17200000,6,3,East,2.5,Lalitpur
Imadol,1069.53125,13,17500000,5,3,South East,2.5,Lalitpur
Imadol,1026.75,13,17500000,5,3,South,3,Lalitpur
Imadol,1048.14,14,17500000,5,3,South,2.5,Lalitpur
Imadol,1026.75,13,18000000,6,3,North east,2.5,Kathmandu
Imadol,1197.875,13,18500000,5,2,West,2.5,Lalitpur
Imadol,1026.75,13,18500000,4,4,North,2.5,Lalitpur
Imadol,1026.75,13,18500000,4,3,North,2.5,Lalitpur
Imadol,1026.75,13,18500000,4,4,West,2.5,Lalitpur
Imadol,1026.75,13,18500000,4,3,South,2.5,Lalitpur
Imadol,1090.921875,10,19000000,4,3,South East,3,Lalitpur
Imadol,752.95,10,19000000,4,2,South,2.5,Lalitpur
Imadol,1197.875,13,19000000,4,3,North West,2.5,Lalitpur
Imadol,1026.75,13,19000000,4,3,South,2.5,Lalitpur
Imadol,1090.92,14,19000000,4,3,East,2.5,Lalitpur
Imadol,1048.140625,20,19200000,4,5,East,3,Lalitpur
Imadol,1112.3125,12,19500000,6,3,South,2.5,Lalitpur
Imadol,1026.75,12,19500000,5,4,East,2.5,Lalitpur
Imadol,787.175,13,19500000,4,3,East,2.5,Lalitpur
Imadol,1197.875,13,19500000,5,3,East,2.5,Lalitpur
Imadol,1369,13,19500000,5,4,South,2.5,Lalitpur
Imadol,1197.875,13,19500000,5,3,North,3,Lalitpur
Imadol,900,13,19500000,5,5,East,2.5,Lalitpur
Imadol,1200,16,19500000,5,3,West,2.5,Lalitpur
Imadol,1112.3125,20,19500000,5,3,East,2.5,Lalitpur
Imadol,1026.75,20,19500000,5,3,North East,3,Lalitpur
Imadol,1197.875,20,19500000,4,3,North East,2.5,Lalitpur
Imadol,941.1875,20,19500000,4,3,East,2.5,Lalitpur
Imadol,1090.92,10,19700000,4,4,South East,2.5,Lalitpur
Imadol,1454.5625,13,19700000,4,4,South,3,Lalitpur
Imadol,1026.75,13,19900000,4,2,South,2,Lalitpur
Imadol,1411.78125,12,20000000,7,3,West,3.5,Lalitpur
Imadol,1095.2,12,20000000,6,2,East,3,Lalitpur
Imadol,1197.875,13,20000000,6,3,North,2.5,Lalitpur
Imadol,1026.75,13,20000000,4,3,East,2.5,Lalitpur
Imadol,1026.75,13,20000000,4,4,North,2.5,Lalitpur
Imadol,752.95,13,20500000,4,4,North,2.5,Lalitpur
Imadol,1112.3125,13,20500000,4,4,North,3,Lalitpur
Imadol,855.625,13,20500000,4,3,North East,3,Lalitpur
Imadol,855.625,13,20600000,6,3,West,2.5,Lalitpur
Imadol,1026.75,12,21000000,5,4,West,2.5,Lalitpur
Imadol,1026.75,13,21000000,4,4,North,3,Lalitpur
Imadol,1197.84,13,21000000,4,4,East,3,Lalitpur
Imadol,1197.875,13,21000000,4,3,East,2.5,Lalitpur
Imadol,1369,20,21000000,4,5,South West,2.5,Lalitpur
Imadol,1197.875,13,21400000,4,4,North East,2.5,Lalitpur
Imadol,1026.75,10,21500000,7,4,South,2.5,Lalitpur
Imadol,1129.425,12,21500000,6,4,North,2.5,Lalitpur
Imadol,787.175,13,21500000,3,3,East,3,Lalitpur
Imadol,1060.975,13,21500000,4,3,South,2.5,Lalitpur
Imadol,1026.75,13,21500000,4,4,East,3,Lalitpur
Imadol,1026.75,13,21500000,4,3,East,3,Lalitpur
Imadol,1112.3125,20,21500000,5,3,East,2.5,Lalitpur
Imadol,1060.975,13,21800000,4,4,East,2.5,Lalitpur
Imadol,1369,10,22000000,5,3,North West,2.5,Lalitpur
Imadol,1540.125,13,22000000,7,4,South,3.5,Lalitpur
Imadol,1133.703125,13,22000000,5,5,East,2.5,Lalitpur
Imadol,1048.14,13,22000000,4,3,East,2.5,Lalitpur
Imadol,1112.31,16,22000000,4,4,North east,2.5,Lalitpur
Imadol,1197.875,20,22000000,5,3,East,2.5,Lalitpur
Imadol,1197.875,13,22500000,4,4,East,3,Lalitpur
Imadol,1197.875,13,22500000,4,4,South,3,Lalitpur
Imadol,1026.75,13,22500000,4,4,West,2.5,Lalitpur
Imadol,1197.875,16,22500000,6,3,West,2.5,Lalitpur
Imadol,1026.75,12,23000000,4,4,East,2.5,Lalitpur
Imadol,1026.75,13,23000000,4,4,West,2.5,Lalitpur
Imadol,1582.9,14,23000000,6,3,North,2.5,Lalitpur
Imadol,1026.75,10,23500000,6,4,North,3,Lalitpur
Imadol,1026.75,13,23500000,5,3,East,2.5,Lalitpur
Imadol,1060.975,13,23500000,3,4,North,2.5,Lalitpur
Imadol,1060.975,13,23500000,4,5,North,2.5,Lalitpur
Imadol,1369,13,23500000,6,4,West,3,Lalitpur
Imadol,1026.75,13,23500000,4,4,East,2.5,Lalitpur
Imadol,1026.75,13,23500000,4,4,North,3,Lalitpur
Imadol,1197.875,13,23500000,4,4,South,2.5,Lalitpur
Imadol,1026.75,13,23500000,5,3,East,3,Lalitpur
Imadol,1026.75,13,23500000,4,4,South,2.5,Lalitpur
Imadol,1026.75,13,23500000,4,4,East,2.5,Lalitpur
Imadol,1026.75,13,23500000,5,4,East,2.5,Lalitpur
Imadol,1026.75,13,23500000,4,3,East,2.5,Lalitpur
Imadol,1095.2,16,23500000,6,4,East,2.5,Lalitpur
Imadol,1283.43,20,23500000,4,4,South,2.5,Lalitpur
Imadol,1060.975,13,24000000,4,4,East,3,Lalitpur
Imadol,1095.2,13,24000000,4,3,East,2.5,Lalitpur
Imadol,1026.75,13,24000000,4,3,East,2.5,Lalitpur
Imadol,1112.31,13,24000000,4,3,East,2.5,Lalitpur
Imadol,1048.14,13,24000000,4,3,East,2.5,Lalitpur
Imadol,1026.75,16,24000000,5,4,North,2.5,Lalitpur
Imadol,1047.285,16,24000000,4,4,West,2.5,Lalitpur
Imadol,1369,18,24000000,4,4,East,2.5,Lalitpur
Imadol,1048.140625,20,24000000,4,3,West,3,Lalitpur
Imadol,1197.875,13,24500000,4,4,East,3,Lalitpur
Imadol,1048.14,13,24500000,4,5,East,3,Lalitpur
Imadol,1369,13,24900000,6,3,South East,3,Lalitpur
Imadol,898.44,10,25000000,6,3,East,3.5,Lalitpur
Imadol,1112.31,12,25000000,2,3,East,2.5,Lalitpur
Imadol,1129.425,13,25000000,5,4,South West,2.5,Lalitpur
Imadol,1197.875,13,25000000,5,3,South West,2.5,Lalitpur
Imadol,1112.3125,13,25000000,5,4,East,3.5,Lalitpur
Imadol,1112.31,13,25000000,7,4,North,2.5,Lalitpur
Imadol,1069.53,13,25000000,4,3,South east,2.5,Lalitpur
Imadol,1369,13,25000000,4,4,North East,2.5,Lalitpur
Imadol,1060.975,14,25000000,2,3,South East,2.5,Lalitpur
Imadol,1090.92,16,25000000,4,4,South,2.5,Kathmandu
Imadol,1197.875,20,25000000,5,3,West,2.5,Lalitpur
Imadol,1200,20,25000000,5,3,East,3,Lalitpur
Imadol,1026.75,13,25500000,4,4,West,2.5,Lalitpur
Imadol,1026.75,13,25500000,6,3,North,2.5,Lalitpur
Imadol,1112.3125,13,25500000,4,4,North East,3,Lalitpur
Imadol,1129.425,13,26000000,5,3,North East,2.5,Lalitpur
Imadol,1060.975,13,26000000,4,5,North,2,Lalitpur
Imadol,1026.75,13,26000000,3,3,East,2.5,Lalitpur
Imadol,1026.75,13,26000000,6,3,East,3,Lalitpur
Imadol,1197.875,13,26000000,4,4,East,3,Lalitpur
Imadol,1026.75,13,26000000,6,3,East,3,Lalitpur
Imadol,1095.2,11,26500000,4,4,North West,2.5,Lalitpur
Imadol,1095.2,13,26500000,5,4,North,2.5,Lalitpur
Imadol,1026.75,13,26500000,5,5,North,3.5,Lalitpur
Imadol,1197.875,13,26500000,4,3,East,3,Lalitpur
Imadol,1112.3125,13,26500000,5,4,North,3,Lalitpur
Imadol,1026.75,13,26500000,5,3,West,3,Lalitpur
Imadol,1060.975,20,26500000,4,3,South,2.5,Lalitpur
Imadol,1197.875,20,26500000,4,3,South,3,Lalitpur
Imadol,1060.975,20,26500000,4,4,South,2.5,Lalitpur
Imadol,1347.609375,13,27000000,2,3,North East,3,Lalitpur
Imadol,1112.3125,13,27000000,5,4,South,3,Lalitpur
Imadol,1197.87,13,27000000,6,4,North east,2.5,Lalitpur
Imadol,1095.2,14,27000000,5,3,South West,2.5,Lalitpur
Imadol,1095.2,20,27000000,5,4,West,2.5,Lalitpur
Imadol,1026.75,13,27500000,5,3,South East,3,Lalitpur
Imadol,1095.2,13,27500000,4,4,East,2.5,Lalitpur
Imadol,1095.2,20,27500000,5,4,West,2.5,Lalitpur
Imadol,1060.975,20,27500000,5,3,East,2.5,Lalitpur
Imadol,1026.75,20,27500000,5,3,West,3.5,Lalitpur
Imadol,1060.975,20,27500000,7,5,South,2.5,Lalitpur
Imadol,1197.875,18,28000000,7,3,North East,3,Lalitpur
Imadol,1219.265625,12,28500000,6,5,East,3,Lalitpur
Imadol,1129.425,13,28500000,4,4,North West,2.5,Lalitpur
Imadol,1197.875,13,28500000,9,4,South,3,Lalitpur
Imadol,1197.875,13,28500000,4,4,North West,3,Lalitpur
Imadol,1197.87,13,28500000,6,3,South,2.5,Lalitpur
Imadol,1095.2,20,28500000,7,4,North East,2.5,Lalitpur
Imadol,1026.75,20,28500000,6,3,East,2.5,Lalitpur
Imadol,1197.875,13,28700000,5,4,East,2.5,Lalitpur
Imadol,1369,13,29000000,5,4,North,2.5,Lalitpur
Imadol,1095.2,13,29500000,8,3,North,2.5,Lalitpur
Imadol,1369,13,29500000,6,4,South East,3,Lalitpur
Imadol,1813.925,16,29500000,6,4,East,2.5,Lalitpur
Imadol,1882.375,12,31000000,6,3,East,3,Lalitpur
Imadol,1690.715,12,31500000,6,4,North,2.5,Lalitpur
Imadol,1240.65625,13,31500000,6,4,East,2.5,Lalitpur
Imadol,1060.975,13,31500000,4,4,West,2.5,Lalitpur
Imadol,1197.875,13,31500000,4,4,North,3,Lalitpur
Imadol,1796.8125,13,32500000,6,5,South East,3,Lalitpur
Imadol,1369,13,32500000,5,4,North,2.5,Lalitpur
Imadol,1129.425,23,32500000,6,4,West,2.5,Lalitpur
Imadol,1095.2,13,33000000,5,4,West,2.5,Lalitpur
Imadol,1095.2,20.5,33000000,6,4,South West,2.5,Lalitpur
Imadol,1369,13,34000000,4,2,South,2.5,Lalitpur
Imadol,1197.875,13,34000000,6,4,East,3,Lalitpur
Imadol,1403.225,13,34500000,5,4,North,2.5,Lalitpur
Imadol,1369,13,35000000,5,5,West,2.5,Lalitpur
Imadol,2395.75,12.5,36000000,6,2,North East,2.5,Lalitpur
Imadol,1711.25,13,36000000,4,1,North,3,Lalitpur
Imadol,2395.75,20,36000000,5,2,North East,2.5,Lalitpur
Imadol,2395.75,20,36000000,5,2,North east,2.5,Lalitpur
Imadol,1711.25,13,37000000,6,6,South West,2.5,Lalitpur
Imadol,2053.5,18,38500000,7,5,East,3,Lalitpur
Imadol,1779.7,18,38500000,7,5,East,3,Lalitpur
Imadol,1163.65,16,39900000,6,3,North West,2.5,Lalitpur
Imadol,1437.45,13,40000000,6,3,South,2.5,Lalitpur
Imadol,1625.6875,20,41500000,4,4,East,2.5,Lalitpur
Imadol,1369,13,42500000,6,4,South,2.5,Lalitpur
Imadol,1369,14,42500000,3,3,South,2.5,Lalitpur
Imadol,1326.21,20,42500000,4,4,South east,2.5,Lalitpur
Imadol,2158,20,42500000,4,4,South East,2.5,Lalitpur
Imadol,1095.2,14,43000000,4,4,East,2.5,Lalitpur
Imadol,2395.75,16,45000000,4,3,South,2.5,Lalitpur
Imadol,1095.2,20,45000000,4,4,East,2.5,Lalitpur
Imadol,1197.87,13,29500000,5,3,East,2.5,Kathmandu
Itakhel,1711.25,10,22000000,6,3,East,2.5,Kathmandu
Italitar,2772.225,20,77500000,5,5,East,3,Kathmandu
Jadibuti,1411.78,10,18500000,6,4,West,2.5,Kathmandu
Jadibuti,1112.31,13,29500000,8,4,North,3.5,Kathmandu
Jagdol,1095.2,13,9000000,5,1,East,2,Kathmandu
Jarankhu,1095.2,10,16000000,4,3,South West,2.5,Kathmandu
Jarankhu,1369,12,25000000,5,3,South East,2.5,Kathmandu
Jarankhu,1711.25,22,28400000,5,5,East,3,Kathmandu
Jawalakhel,1069.53125,14,39800000,6,5,South East,3,Lalitpur
Jaya Bageshwori,1369,18,38500000,5,5,North,3,Kathmandu
Jhamsikhel,1026.75,20,35000000,5,4,South,3,Lalitpur
Jhamsikhel,1026.75,20,40000000,4,4,South,2.5,Lalitpur
Jhamsikhel,1026.75,13,41000000,6,5,South East,3,Lalitpur
Jharuwarashi,1647.078125,12,13000000,3,2,East,3,Lalitpur
Jharuwarashi,1625.68,12,13000000,3,2,West,2,Lalitpur
Jharuwarashi,1471.675,20,13000000,3,2,North West,2.5,Lalitpur
Jhulpakha,1882.375,14,26000000,6,3,North East,2.5,Lalitpur
Joranku,1197.875,10,15000000,3,3,South,3,Kathmandu
Joranku,1026.75,8,15900000,5,3,West,3,Kathmandu
Jorpati,941.1875,8,13000000,5,2,North East,3,Kathmandu
Jorpati,752.95,10,14300000,3,3,South,2.5,Kathmandu
Jorpati,752.95,12,14300000,3,3,South,2.5,Kathmandu
Jorpati,855.625,10,15200000,4,3,East,2.5,Kathmandu
Jorpati,1026.75,10,16500000,9,3,South West,3,Kathmandu
Jorpati,1197.875,13,20000000,5,2,East,2,Kathmandu
Jorpati,1197.875,12,21000000,5,3,South West,3,Kathmandu
Jorpati,2700,12,21500000,4,3,East,3,Kathmandu
Jorpati,1026.75,14,22500000,4,3,North West,3,Kathmandu
Jorpati,1095.2,10,23000000,5,3,South,2.5,Kathmandu
Jorpati,1369,10,23000000,7,4,East,3,Kathmandu
jorpati,1219.26,13,27000000,6,3,South east,2.5,Kathmandu
Jorpati,1796.8125,12,28500000,5,2,South,2,Kathmandu
Jorpati,1200,13,30000000,8,3,East,3,Kathmandu
Kapan,1069.53,13,22500000,5,4,East,2.5,Kathmandu
Kapan,1540.125,13,26000000,5,5,south,2.5,Kathmandu
Kapan,1369,14,35000000,7,4,South East,2.5,Kathmandu
Kapan,855.62,10,14500000,4,3,East,2.5,Kathmandu
Kadaghari,1112.3125,8,13000000,6,2,West,2,Kathmandu
Kadaghari,941.1875,8,17500000,4,3,South,2.5,Kathmandu
Kadaghari,1048.140625,13,19000000,6,3,South,3.5,Kathmandu
Kadaghari,1112.3125,13,21000000,6,4,West,2.5,Kathmandu
Kadaghari,1283.4375,13,21500000,6,3,East,3,Kathmandu
Kadaghari,1369,20,23500000,6,4,South East,2.5,Kathmandu
Kadaghari,1026.75,13,26000000,5,3,South West,2.5,Kathmandu
Kadaghari,1095.2,13,27000000,6,3,North,2.5,Kathmandu
Kadaghari,1197.875,13,27000000,6,3,North,3,Kathmandu
Kadaghari,1369,13,29500000,6,3,South,3,Kathmandu
Kadaghari,1197.875,13,36000000,6,4,South East,3.5,Kathmandu
Kageshwori Manohara,705.890625,10,12500000,4,3,East,3,Kathmandu
Kageshwori Manohara,1026.75,10,15000000,6,3,North,2.5,Kathmandu
Kageshwori Manohara,1048.140625,13,18500000,6,3,South West,3,Kathmandu
Kageshwori Manohara,1197.875,20,24000000,6,3,East,2.5,Kathmandu
Kageshwori Manohara,1026.75,13,25500000,5,3,West,3,Kathmandu
Kageshwori Manohara,1369,13,26500000,6,3,East,3,Kathmandu
Kageshwori Manohara,1197.87,13,27000000,6,3,North,2.5,Kathmandu
Kalanki,1882.37,16,12000000,6,5,North,2.5,Kathmandu
Kalanki,1369,10,17000000,4,3,North West,2.5,Kathmandu
Kalanki,1026.75,10,23000000,5,3,South,2.5,Kathmandu
Kalanki,1437.45,20,25500000,5,4,North East,2,Kathmandu
Kalanki,1711.25,15.12944333,27500000,7,4,West,3.5,Kathmandu
Kalanki,1403.225,10,29000000,5,4,South,2.5,Kathmandu
Kalanki,1925.15,13,33000000,5,3,North,2.5,Kathmandu
Kalanki,3508.0625,14,37000000,3,3,East,3,Kathmandu
Kalanki,2139.0625,14,38000000,7,4,East,3,Kathmandu
Kalanki,1437.45,13,38500000,4,5,North,3,Kathmandu
Kalanki,1347.609375,12,45000000,6,4,North East,3,Kathmandu
Kapan,1026.75,10,12500000,3,3,North,3,Kathmandu
Kapan,684.5,12,12500000,4,3,South West,2.5,Kathmandu
Kapan,1197.875,12,14000000,2,2,East,3,Kathmandu
Kapan,1026.75,16,17000000,4,5,West,3,Kathmandu
Kapan,1625.6875,13,18000000,6,3,South,3,Kathmandu
Kapan,1197.875,13,18200000,5,5,East,3,Kathmandu
Kapan,1540.12,13,20000000,8,3,South East,3,Kathmandu
Kapan,1369,8,22000000,3,3,East,3,Kathmandu
Kapan,1711.25,14,22000000,6,5,East,3,Kathmandu
Kapan,1197.875,10,23500000,5,3,South east,2.5,Kathmandu
Kapan,1796.8125,13,23500000,5,5,South West,3,Kathmandu
Kapan,1129.425,12,24000000,6,5,West,2.5,Kathmandu
Kapan,1283.4375,13,24000000,5,3,East,2,Kathmandu
Kapan,1197.875,13,24000000,7,4,West,3.5,Kathmandu
Kapan,941.1875,24,24500000,6,2,South,2,Kathmandu
Kapan,1540.125,12,25000000,7,5,North east,2.5,Kathmandu
Kapan,1369,14,26000000,6,5,East,3,Kathmandu
Kapan,1369,14,26000000,4,3,North East,2,Kathmandu
Kapan,1369,10,26500000,5,3,East,2.5,Kathmandu
Kapan,1437.45,13,26500000,5,5,East,2.5,Kathmandu
Kapan,1369,13,27000000,5,5,East,2.5,Kathmandu
Kapan,1540.125,13,27200000,6,3,East,2.5,Kathmandu
Kapan,1197.875,11,27500000,5,2,East,2.5,Kathmandu
Kapan,1369,16,27500000,6,5,East,3,Kathmandu
Kapan,1390.390625,13,28000000,6,3,North,3,Kathmandu
Kapan,1369,13,28000000,7,4,East,2.5,Kathmandu
Kapan,1796.8125,14,28000000,4,3,South East,2,Kathmandu
Kapan,1369,10,29000000,1,1,South east,3,Kathmandu
Kapan,2053.5,8,29500000,6,3,East,3,Kathmandu
Kapan,1732.640625,13,29500000,7,3,South,3,Kathmandu
Kapan,1471.675,15,30000000,1,1,South East,2.5,Kathmandu
Kapan,1369,12,31000000,8,3,North,3.5,Kathmandu
Kapan,1625.6875,12,31000000,5,4,West,2.5,Kathmandu
Kapan,1369,13,32000000,5,4,South East,2.5,Kathmandu
Kapan,1813.925,13,32500000,6,3,South East,3,Kathmandu
Kapan,1540.125,13,33000000,6,3,East,3,Kathmandu
Kapan,1403.225,13,35500000,5,1,West,2.5,Kathmandu
Kapan,1711.25,13,36000000,6,5,North,3.5,Kathmandu
Kapan,2087.725,20,37000000,7,4,East,3.5,Kathmandu
Kapan,1095.2,12,39000000,6,3,East,3.5,Kathmandu
Kapan,2053.5,20,40000000,5,5,City,2,Kathmandu
Kapan,2053.5,20,41000000,1,1,East,3.5,Kathmandu
Kapan,1540.125,20,42000000,6,4,South West,3.5,Kathmandu
Kapan,2053.5,14,50000000,6,4,East,2.5,Kathmandu
Kapan,3080.25,20,52500000,5,5,South East,2.5,Kathmandu
